url_length,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent,n_redirection,domain_length,subdomain_length,subdomain_count,is_ip_address,suspicious_tld,domain_has_digits,has_port,tld_length,hostname_length,brand_in_subdomain,brand_in_domain,brand_in_path,brand_spoofing_pattern,suspicious_keyword_count,has_suspicious_keyword,is_pure_brand_domain,brand_and_suspicious,is_url_shortener,has_multiple_dashes,long_subdomain,suspicious_path,has_php_extension,long_query_string,path_depth,multiple_subdomains,url_entropy,domain_entropy,hostname_entropy,domain_consonant_ratio,is_https,is_http,has_query_params,no_protocol,phishing,original_url
49.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.131627508134451,1.584962500721156,2.0,1.0,0.0,1.0,0.0,0.0,1,ftp://188.128.111.33/IPTV/TV1324/view.html
39.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.801445732171807,1.584962500721156,2.0,1.0,0.0,1.0,0.0,0.0,1,ftp://188.128.111.33/web/sec.htm
82.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.354903644593289,1.584962500721156,2.0,1.0,0.0,1.0,0.0,0.0,1,ftp://me@createkindlebooks.org:Noobasshole@createkindlebooks.org/index.html
52.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3992929452691416,-0.0,0.6105279365665319,0.0,0.0,1.0,0.0,0.0,1,http://00000000000000000000000000000000000000000.xyz
167.0,8.0,1.0,0.0,10.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,45.0,1.0,0.0,0.0,1.0,0.0,3.0,63.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,4.3073658987050445,3.180832987205441,2.288160563317299,0.7,0.0,1.0,1.0,0.0,1,http://00000000000000000000000000000000000000dfjjjhv.000webhostapp.com/Yahoo/YahooAttt/global/attverzon/login.php?.intl=us&.lang=en-US&https://login.yahoo.com/?.src=ym
167.0,8.0,1.0,0.0,10.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,43.0,1.0,0.0,0.0,1.0,0.0,3.0,61.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,4.359211289426223,3.180832987205441,2.3548244435362027,0.7,0.0,1.0,1.0,0.0,1,http://000000000000000000000000000000000000dbscrfg.000webhostapp.com/Yahoo/YahooAttt/global/attverzon/login.php?https%3A//login.yahoo.com/?.src=ym&.intl=us&.lang=en-US
50.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,1.0,0.0,0.0,1.0,0.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.7411191885631823,2.8453509366224368,2.2370356835258858,0.75,0.0,1.0,0.0,0.0,1,http://000000000000000000000000000.vstarbet555.com
103.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,35.0,1.0,0.0,0.0,1.0,0.0,3.0,53.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,3.8427085775879624,3.180832987205441,2.5823262494201336,0.7,0.0,1.0,0.0,0.0,1,http://000000000000000000000000000yteyeuya.000webhostapp.com/Yahoo/YahooAttt/global/attverzon/login.php
51.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,1.0,0.0,0.0,0.0,0.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.145929415568915,3.807354922057604,2.6845133289925673,0.6428571428571429,0.0,1.0,0.0,0.0,1,http://0000000000000000000000000.findyourjacket.com
40.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,1.0,0.0,0.0,0.0,0.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5020077826004936,2.584962500721156,1.831002453015687,0.6666666666666666,0.0,1.0,0.0,0.0,1,http://00000000000000000000000.fielty.mx
